iter	Logloss
172	0.6460423584
173	0.6458724365
174	0.6457801514
175	0.6456972656
176	0.6455626221
177	0.6454726563
178	0.6453366699
179	0.6452042236
180	0.6451095581
181	0.6449766846
182	0.644869751
183	0.6447264404
184	0.644567688
185	0.6444715576
186	0.6442493896
187	0.6441275635
188	0.6440496216
189	0.6438690796
190	0.6437721558
191	0.6436513062
192	0.6435253906
193	0.6434299927
194	0.6432663574
195	0.6431525879
196	0.643057312
197	0.6429035645
198	0.6428043213
199	0.6426943359
200	0.6425845947
201	0.6424456787
202	0.6422821045
203	0.6421096802
204	0.6418743286
205	0.6417391357
206	0.6415970459
207	0.6413807983
208	0.6412732544
209	0.641163208
210	0.6410581665
211	0.6408835449
212	0.6407749023
213	0.6406201782
214	0.6404199829
215	0.6403098755
216	0.6401776123
217	0.6400530396
218	0.6399455566
219	0.6397719727
220	0.6396550293
221	0.6394966431
222	0.6393356934
223	0.6392366333
224	0.6390966187
225	0.6388913574
226	0.6386705322
227	0.6385985107
228	0.6384099731
229	0.6382548828
230	0.6380933838
231	0.6379372559
232	0.6378374634
233	0.6377285767
234	0.6376097412
235	0.6375552979
236	0.637388916
237	0.6372122192
238	0.6370580444
239	0.6368693848
240	0.6367814941
241	0.6366865845
242	0.6365913086
243	0.6364551392
244	0.6363807373
245	0.6362625732
246	0.6360949707
247	0.6360126953
248	0.6358613281
249	0.635730896
250	0.6357092285
251	0.6356279907
252	0.6354482422
253	0.635329895
254	0.6352345581
255	0.6351578369
256	0.6349619751
257	0.6347944336
258	0.6346763306
259	0.6346762695
260	0.6345444336
261	0.6344746704
262	0.6343479614
263	0.6341692505
264	0.6340014648
265	0.6339396973
266	0.6337987061
267	0.6336937256
268	0.6335687256
269	0.6334699097
270	0.6332730713
271	0.6331281738
272	0.6330103149
273	0.6329129639
274	0.6327227783
275	0.6326181641
276	0.6324104004
277	0.6322208252
278	0.632045166
279	0.6319801025
280	0.6318591919
281	0.631809082
282	0.6316859131
283	0.6315526123
284	0.6314255371
285	0.6313222656
286	0.6311341553
287	0.6310435791
288	0.630864624
289	0.630744751
290	0.6306137085
291	0.630505188
292	0.6303197021
293	0.6301928711
294	0.63003479
295	0.6299047852
296	0.6297443237
297	0.6295906982
298	0.6294589844
299	0.6293768311
300	0.6292636719
301	0.629166687
302	0.6290493164
303	0.6289066162
304	0.6287867432
305	0.6286159058
306	0.6285048828
307	0.6283504028
308	0.6281809692
309	0.6280400391
310	0.6278841553
311	0.6277440186
312	0.627609375
313	0.6274993896
314	0.6273398437
315	0.6272371216
316	0.6271079102
317	0.6269868164
318	0.6268708496
319	0.626713501
320	0.626611084
321	0.6264936523
322	0.6263920898
323	0.626298584
324	0.6261401367
325	0.6260524292
326	0.6259671021
327	0.6257664185
328	0.6255894775
329	0.6255039673
330	0.6253865967
331	0.6252764893
332	0.6251682739
333	0.6250562134
334	0.6248856201
335	0.6247822266
336	0.6246187744
337	0.6245063477
338	0.624399353
339	0.6242659912
340	0.6241345825
341	0.6240046387
342	0.623939209
343	0.623876709
344	0.6237250977
345	0.6236182861
346	0.6234260864
347	0.6232506104
348	0.6230981445
349	0.6230230713
350	0.622979248
351	0.6227958984
352	0.6226593628
353	0.6224924316
354	0.6223220215
355	0.6222093506
356	0.6221178589
357	0.622005249
358	0.6218716431
359	0.6218198853
360	0.6217156982
361	0.6215966187
362	0.6214359741
363	0.6213067017
364	0.6211627808
365	0.6210758057
366	0.6209569092
367	0.6207741699
368	0.6207233887
369	0.6205693359
370	0.6204544678
371	0.6202912598
372	0.6201380005
373	0.6200151978
374	0.6198840332
375	0.61975
376	0.619644165
377	0.6195053711
378	0.6193793945
379	0.6192595215
380	0.6190467529
381	0.6189725952
382	0.6188114624
383	0.6186816406
384	0.6185115356
385	0.6183364258
386	0.6182526245
387	0.6180762939
388	0.6179718628
389	0.6178688965
390	0.6177420654
391	0.6175460205
392	0.6173754883
393	0.6172996826
394	0.6172036133
395	0.6170568848
396	0.6168933105
397	0.6167409668
398	0.6166210327
399	0.616494751
400	0.61637146
401	0.6162296143
402	0.6160786133
403	0.6159595337
404	0.6158795166
405	0.615772583
406	0.6156407471
407	0.6155307617
408	0.6154545898
409	0.6153282471
410	0.6151602173
411	0.6150133667
412	0.6149190063
413	0.6147197266
414	0.6146043701
415	0.6145545044
416	0.6144019775
417	0.6142738037
418	0.6141655273
419	0.6140941162
420	0.6139945068
421	0.6138487549
422	0.6137353516
423	0.6136193848
424	0.613486145
425	0.6133282471
426	0.613194519
427	0.613104248
428	0.6129816284
429	0.6128702393
430	0.6127368774
431	0.6125888062
432	0.6124507446
433	0.6122878418
434	0.6121884766
435	0.6121119995
436	0.6120283203
437	0.6119351807
438	0.6118706055
439	0.6117772217
440	0.611697876
441	0.611578186
442	0.6115061035
443	0.6114592896
444	0.6113813477
445	0.6112362061
446	0.6110742798
447	0.6110211182
448	0.6108236084
449	0.6106867065
450	0.6105603027
451	0.6105241699
452	0.6104343872
453	0.6103239746
454	0.6102193604
455	0.6101201782
456	0.6100213623
457	0.6099753418
458	0.6098557129
459	0.6097643433
460	0.6096984863
461	0.6095704346
462	0.6094384155
463	0.6093098145
464	0.6091801758
465	0.6090903931
466	0.6089369507
467	0.608821228
468	0.6086864624
469	0.6085766602
470	0.6084000244
471	0.6083006592
472	0.60818396
473	0.6081345215
474	0.608008728
475	0.6078995972
476	0.6077946777
477	0.6077213135
478	0.607637085
479	0.6075157471
480	0.6074069824
481	0.6072893066
482	0.6072155762
483	0.6071360474
484	0.6070443115
485	0.6069650269
486	0.6068771973
487	0.6068392334
488	0.606654541
489	0.6064763794
490	0.6063205566
491	0.6062185059
492	0.6060951538
493	0.6059105225
494	0.6056842651
495	0.6055935059
496	0.6055146484
497	0.6053657227
498	0.6052974243
499	0.605239624
500	0.6051107178
501	0.605038269
502	0.604911377
503	0.604869873
504	0.6047114258
505	0.6046806641
506	0.6045756836
507	0.6044997559
508	0.6044031372
509	0.6043007812
510	0.6042243652
511	0.6041882324
512	0.6040828857
513	0.6040153198
514	0.6038886719
515	0.6038062744
516	0.6037039795
517	0.6035685425
518	0.6034196167
519	0.6032830811
520	0.6031687622
521	0.6031207886
522	0.6030776978
523	0.6029395752
524	0.6028538818
525	0.6027287598
526	0.6026187744
527	0.6024642334
528	0.6023481445
529	0.6022171631
530	0.6020880737
531	0.6019755249
532	0.6018577881
533	0.601779541
534	0.601618103
535	0.6015549316
536	0.6014343262
537	0.6012926636
538	0.6012095947
539	0.6010754395
540	0.6009675293
541	0.6008486328
542	0.600729126
543	0.600656189
544	0.6005148926
545	0.6003666382
546	0.6002792969
547	0.6001435547
548	0.6000762939
549	0.5999431152
550	0.599802124
551	0.5997020264
552	0.599619812
553	0.5995324707
554	0.5994804688
555	0.5993574829
556	0.5992362061
557	0.5991104126
558	0.5990115967
559	0.5988780518
560	0.5987131958
561	0.5986456909
562	0.5985603027
563	0.5984538574
564	0.5983740234
565	0.5982750244
566	0.5980742187
567	0.5980137329
568	0.597913269
569	0.597824707
570	0.5977230225
571	0.5976533203
572	0.5976220703
573	0.5975249023
574	0.5974055176
575	0.5972952271
576	0.5972279053
577	0.5971361084
578	0.5970785522
579	0.5969951172
580	0.596861084
581	0.5967623291
582	0.5966541748
583	0.5965483398
584	0.5964033813
585	0.5963321533
586	0.5961954346
587	0.5961063232
588	0.5960125732
589	0.5959310913
590	0.595864624
591	0.5957124634
592	0.5956557007
593	0.5955939941
594	0.5955279541
595	0.5953946533
596	0.5952965088
597	0.5951520386
598	0.5949821777
599	0.594897522
600	0.5948389893
601	0.5946920776
602	0.5945743408
603	0.5944727173
604	0.5943370361
605	0.5942459717
606	0.5940986328
607	0.5940211182
608	0.5939072266
609	0.5938483887
610	0.5937369385
611	0.5936731567
612	0.593588501
613	0.5934664307
614	0.593354187
615	0.5931831055
616	0.5931044312
617	0.5930529785
618	0.5928997803
619	0.5927843018
620	0.5927105103
621	0.5926705322
622	0.5925357666
623	0.5924161377
624	0.5923430176
625	0.5921802368
626	0.592055481
627	0.5919185791
628	0.5917905273
629	0.5916833496
630	0.5915737305
631	0.591539917
632	0.5914544067
633	0.5913212891
634	0.5912424927
635	0.5911155396
636	0.5910665894
637	0.590890564
638	0.5907915039
639	0.5906890259
640	0.5905770264
641	0.5905032959
642	0.5904129639
643	0.5903756104
644	0.5902688599
645	0.5902312012
646	0.5900991211
647	0.5900302124
648	0.5899185791
649	0.5898618164
650	0.5897572021
651	0.5896756592
652	0.5895806885
653	0.589512085
654	0.5894003906
655	0.5893051758
656	0.5892012939
657	0.589074707
658	0.5889350586
659	0.5888077393
660	0.5887237549
661	0.5885658569
662	0.5884779053
663	0.5883532715
664	0.5882970581
665	0.588192749
666	0.5880375977
667	0.5879945068
668	0.5879130859
669	0.5878001709
670	0.5876348877
671	0.5875115356
672	0.5873637695
673	0.5872732544
674	0.5871734009
675	0.5870701904
676	0.586927002
677	0.5868670044
678	0.5866871338
679	0.5866325684
680	0.5865274658
681	0.5864332886
682	0.5863475342
683	0.5862719116
684	0.5862348633
685	0.586164917
686	0.5860732422
687	0.5858964844
688	0.5858114014
689	0.5856522217
690	0.5855523071
691	0.5854777222
692	0.5853532715
693	0.5852826538
694	0.5851262207
695	0.585088562
696	0.5849854736
697	0.5848734131
698	0.5847653809
699	0.5846636353
700	0.5845944824
701	0.5844799805
702	0.5843291016
703	0.5842196655
704	0.5841484985
705	0.5840566406
706	0.5839707031
707	0.5838848877
708	0.5837929687
709	0.5836634521
710	0.583567749
711	0.5834543457
712	0.5833522949
713	0.5832277832
714	0.5831000977
715	0.5830281982
716	0.5828096924
717	0.582737854
718	0.5826066895
719	0.5824734497
720	0.5823621216
721	0.5822971802
722	0.5821917725
723	0.5821077881
724	0.5819699707
725	0.5818625488
726	0.5817634888
727	0.5816283569
728	0.5815167236
729	0.5814105225
730	0.5813247681
731	0.5812712402
732	0.5812176514
733	0.5811629639
734	0.5810758057
735	0.580960022
736	0.580809021
737	0.5806885376
738	0.5806002197
739	0.5805212402
740	0.5804165649
741	0.5803410645
742	0.5802554932
743	0.580234375
744	0.58019104
745	0.5801153564
746	0.5800552368
747	0.5799231567
748	0.579838501
749	0.5797095947
750	0.5796005249
751	0.5795032959
752	0.5793981934
753	0.5793013916
754	0.5792598877
755	0.5790964355
756	0.5789758301
757	0.5788496704
758	0.5787297363
759	0.5786790771
760	0.5785325317
761	0.578493042
762	0.5783831787
763	0.5782324219
764	0.5780942383
765	0.577989502
766	0.5779368896
767	0.5778830566
768	0.577829834
769	0.577723877
770	0.5775936279
771	0.5775043945
772	0.5773746338
773	0.577307251
774	0.5772310181
775	0.5771841431
776	0.5770639648
777	0.5769682617
778	0.576887207
779	0.5767470093
780	0.5766817017
781	0.5765195923
782	0.5765024414
783	0.5763911743
784	0.5763522339
785	0.5762199707
786	0.5761323242
787	0.5760527954
788	0.5759451294
789	0.5758808594
790	0.5757719116
791	0.5756796875
792	0.5755528564
793	0.5754571533
794	0.5753203125
795	0.5752556152
796	0.5751789551
797	0.5751094971
798	0.5750405273
799	0.5749310303
800	0.574793335
801	0.5746953125
802	0.574651001
803	0.5745128784
804	0.5743917236
805	0.5743389893
806	0.5742341919
807	0.5741217651
808	0.5739979248
809	0.5739094238
810	0.5737633057
811	0.5736324463
812	0.5735167847
813	0.5733478394
814	0.5732212524
815	0.5731278076
816	0.5730460205
817	0.5730012207
818	0.5728989868
819	0.5728151855
820	0.5727717896
821	0.5727231445
822	0.5726590576
823	0.5726033936
824	0.5725006714
825	0.5724616699
826	0.5723662109
827	0.5722280273
828	0.572119751
829	0.5719316406
830	0.5718712769
831	0.5717731323
832	0.5717069092
833	0.57162146
834	0.5715102539
835	0.5714862061
836	0.5713839111
837	0.5713259888
838	0.5711940918
839	0.5710480347
840	0.5709260254
841	0.5708483276
842	0.5708070068
843	0.5706598511
844	0.570552002
845	0.5705023193
846	0.5703944092
847	0.5703510742
848	0.5703261108
849	0.5702677002
850	0.5701658936
851	0.5700388184
852	0.5699388428
853	0.5697807617
854	0.5697009277
855	0.5695742798
856	0.5694579468
857	0.569374939
858	0.5692990723
859	0.5691795654
860	0.569114624
861	0.5690213623
862	0.568958252
863	0.5688562012
864	0.5687706299
865	0.5687010498
866	0.568637146
867	0.5685853271
868	0.5685524902
869	0.5684883423
870	0.5683849487
871	0.5682969971
872	0.5681680908
873	0.5681192627
874	0.5680690918
875	0.5679781494
876	0.5678458862
877	0.5677647095
878	0.5676549072
879	0.5676103516
880	0.567532959
881	0.5673902588
882	0.5672866211
883	0.5672318115
884	0.5671217651
885	0.5670322266
886	0.5669421387
887	0.5668533936
888	0.5667747803
889	0.5666484375
890	0.5665426636
891	0.5664383545
892	0.5663671875
893	0.5662647705
894	0.5661533813
895	0.56605896
896	0.5659382324
897	0.565807373
898	0.565767334
899	0.5657119751
900	0.5655891113
901	0.565505188
902	0.5654625244
903	0.565354126
904	0.56528125
905	0.565218689
906	0.5651502686
907	0.5651035156
908	0.5650321045
909	0.564951355
910	0.5648404541
911	0.5647694702
912	0.5646488037
913	0.5645040283
914	0.5644088135
915	0.564335144
916	0.5642619629
917	0.5641405029
918	0.5640554199
919	0.5639200439
920	0.5638214111
921	0.5637369385
922	0.5636123657
923	0.5634748535
924	0.5633085327
925	0.5631758423
926	0.563064209
927	0.5629226074
928	0.5628599243
929	0.5627478027
930	0.5626505127
931	0.5625504761
932	0.5624346924
933	0.5623271484
934	0.5622991943
935	0.5622200928
936	0.5621196289
937	0.5620356445
938	0.5619674683
939	0.5618461914
940	0.5617703247
941	0.5617398071
942	0.561569519
943	0.5614625854
944	0.5613602295
945	0.5611856079
946	0.5610794678
947	0.5609951172
948	0.5609090576
949	0.5608138428
950	0.5606606445
951	0.5605560913
952	0.5605216675
953	0.5604667358
954	0.5603100586
955	0.5602384033
956	0.5601518555
957	0.5600878906
958	0.5600148926
959	0.5599431152
960	0.5598686523
961	0.5597996216
962	0.5597561035
963	0.5596993408
964	0.5596552734
965	0.5595755615
966	0.559444458
967	0.5594191895
968	0.559302063
969	0.5592476807
970	0.5591882324
971	0.5591245117
972	0.5590470581
973	0.5589769287
974	0.5589157104
975	0.5588864746
976	0.5588139648
977	0.558706665
978	0.5586330566
979	0.558532959
980	0.5584527588
981	0.5583736572
982	0.5582661133
983	0.5581796875
984	0.558118042
985	0.55802771
986	0.5579912109
987	0.5578901367
988	0.5578126831
989	0.5576732178
990	0.5575820313
991	0.5574185791
992	0.5573631592
993	0.5572398071
994	0.5571390381
995	0.5570844116
996	0.5569897461
997	0.5568847656
998	0.5567680664
999	0.5566938477
